author_key,author_name,cover_edition_key,cover_i,ebook_access,edition_count,first_publish_year,has_fulltext,ia,ia_collection,key,language,public_scan_b,title,lending_edition_s,lending_identifier_s,series_key,series_name,series_position,subtitle,id_standard_ebooks,id_project_gutenberg,id_wikisource,id_librivox,genre
['OL11188528A'],['Lieven Comic Books Editions'],,,no_ebook,1,2020.0,False,,,/works/OL30623870W,['fre'],False,Crée Ton Manga Vol. 2,,,,,,,,,,,manga
['OL9853620A'],['Yakido Hyouri'],,,no_ebook,1,2020.0,False,,,/works/OL30678871W,['eng'],False,Naruto Shippuden Coloring Book,,,,,,,,,,,manga
['OL8592444A'],['Sebastian Keller'],OL30523217M,10459688.0,no_ebook,1,2008.0,False,,,/works/OL22436138W,,False,Der Manga und seine Szene in Deutschland von den Anfängen in den 1980er Jahren bis zur Gegenwart,,,,,,,,,,,manga
['OL14438421A'],['Yumeji Yamamoto'],,,no_ebook,1,2017.0,False,,,/works/OL40541356W,['eng'],False,How to Draw Japanese Manga Characters from Gintama Book 7 : How to Draw Anime Characters Step by Step,,,,,,,,,,,manga
['OL9639758A'],['maria malina'],,,no_ebook,5,2021.0,False,,,/works/OL25601027W,['eng'],False,Promised Neverland Coloring Book,,,,,,,,,,,manga
"['OL5661645A', 'OL7598105A']","['Manabu Ōishi', 'Yū Higuri']",OL27170552M,12472027.0,borrowable,1,2012.0,True,['gakkenmanganynih0000unse'],"['inlibrary', 'internetarchivebooks', 'printdisabled']",/works/OL19990438W,['jpn'],False,学研まんが NEW日本の歴史 11,OL27170552M,gakkenmanganynih0000unse,,,,,,,,,manga
"['OL5661645A', 'OL7598106A']","['Manabu Ōishi', 'Yōko Yamariku']",OL27170563M,12478646.0,borrowable,1,2012.0,True,['gakkenmanganynih0000unse_g2s0'],"['inlibrary', 'internetarchivebooks', 'printdisabled']",/works/OL19990449W,['jpn'],False,学研まんが NEW日本の歴史 12,OL27170563M,gakkenmanganynih0000unse_g2s0,,,,,,,,,manga
"['OL8172814A', 'OL7538544A', 'OL8363492A']","['Benio', 'Kisetsu Morita', 'Yusuke Shiba']",OL35854935M,14574719.0,no_ebook,2,2022.0,False,,,/works/OL26511511W,['eng'],False,"I've Been Killing Slimes for 300 Years and Maxed Out My Level, Vol. 8 (manga)",,,,,,,,,,,manga
['OL10685258A'],['Lindgren Yung'],,,no_ebook,2,2020.0,False,,,/works/OL28870343W,['eng'],False,Anime Coloring Book,,,,,,,,,,,manga
"['OL7477290A', 'OL7521390A', 'OL3485854A']","['大森藤ノ', 'Kunieda', 'ヤスダスズヒト']",,,no_ebook,2,2022.0,False,,,/works/OL26664709W,['eng'],False,"Is It Wrong to Try to Pick up Girls in a Dungeon? II, Vol. 2 (manga)",,,,,,,,,,,manga
"['OL7538544A', 'OL8363492A', 'OL8172814A']","['Kisetsu Morita', 'Yusuke Shiba', 'Benio']",OL33907405M,12431121.0,no_ebook,2,2021.0,False,,,/works/OL25317634W,['eng'],False,"I've Been Killing Slimes for 300 Years and Maxed Out My Level, Vol. 7 (manga)",,,,,,,,,,,manga
"['OL7543993A', 'OL7969317A']","['Funa', 'Nekomint']",,,no_ebook,2,2022.0,False,,,/works/OL25453428W,['eng'],False,Didn't I Say to Make My Abilities Average in the Next Life?! (Manga) Vol. 5,,,,,,,,,,,manga
['OL11193973A'],['Hero Coloring'],,,no_ebook,2,2020.0,False,,,/works/OL30612617W,['eng'],False,Naruto Coloring Book,,,,,,,,,,,manga
"['OL6791851A', 'OL8481645A']","['支倉凍砂', 'Hidori']",,,no_ebook,2,2021.0,False,,,/works/OL25800259W,['eng'],False,新説 狼と香辛料 狼と羊皮紙 (Manga) #2,,,,,,,,,,,manga
['OL9830043A'],['john bower'],,,no_ebook,2,2020.0,False,,,/works/OL26017853W,['eng'],False,Death Note Coloring Book,,,,,,,,,,,manga
['OL8382202A'],['Great Books'],,,no_ebook,4,2020.0,False,,,/works/OL30462152W,['spa'],False,¡Crea Tus Propio Cómics!,,,,,,,,,,,manga
['OL9650196A'],['Sakuma Ken'],,,no_ebook,4,2021.0,False,,,/works/OL26070825W,['eng'],False,My Hero Academia Coloring Book,,,,,,,,,,,manga
['OL10175466A'],['Matthew Steakley'],,,no_ebook,4,2021.0,False,,,/works/OL27158153W,['eng'],False,Password Book,,,,,,,,,,,manga
['OL10020601A'],['ATCHANMO'],,,no_ebook,4,2021.0,False,,,/works/OL26614489W,['eng'],False,Dragon Ball Z Coloring Book for Kids and Adults,,,,,,,,,,,manga
['OL10480430A'],['William David Fox-Lear'],,,no_ebook,4,2021.0,False,,,/works/OL28105960W,['eng'],False,Password Book,,,,,,,,,,,manga
['OL10623095A'],['Tanjiroo Publisher'],,,no_ebook,4,2022.0,False,,,/works/OL28693558W,['eng'],False,Dẹmon Slayẹr 2023 Calendar,,,,,,,,,,,manga
['OL10678671A'],['Charles Stonebarger'],,,no_ebook,4,2021.0,False,,,/works/OL28891777W,['eng'],False,Password Book,,,,,,,,,,,manga
['OL10973387A'],['Miku Bun'],,,no_ebook,1,2019.0,False,,,/works/OL29686092W,['eng'],False,Manga Artist's Coloring Book,,,,,,,,,,,manga
['OL11357807A'],['Edition LeChoix'],,,no_ebook,1,2021.0,False,,,/works/OL31093711W,['fre'],False,Agenda Scolaire 2021 2022 Manga,,,,,,,,,,,manga
['OL3212254A'],['Isabella'],,,no_ebook,1,2022.0,False,,,/works/OL31167856W,['spa'],False,Chibi Manga Libro para Colorear para Niñas,,,,,,,,,,,manga
['OL10027616A'],['anime Creator'],,,no_ebook,1,2021.0,False,,,/works/OL26639249W,['eng'],False,Blank Manga Sketchbook,,,,,,,,,,,manga
['OL11264622A'],['cloud marry'],,,no_ebook,1,2021.0,False,,,/works/OL35865283W,['eng'],False,How to Draw Manga Dr. Stone,,,,,,,,,,,manga
['OL11380296A'],['Koffee Simpson'],,,no_ebook,1,2022.0,False,,,/works/OL34248775W,['eng'],False,Aesthetic Pop Manga Coloring Book,,,,,,,,,,,manga
['OL12392778A'],['Ellena Malone'],,,no_ebook,1,2022.0,False,,,/works/OL34231101W,['eng'],False,Autumn Word Search Manga,,,,,,,,,,,manga
['OL10030463A'],['Cartoon DEJAVU'],,,no_ebook,1,2020.0,False,,,/works/OL36289496W,['ita'],False,Anime Libro Da Colorare,,,,,,,,,,,manga
,,,,no_ebook,1,1981.0,False,,,/works/OL37468325W,['map'],False,"Manga Jud Iban Ayat Pinī,̓ Dayn ha Buk Panagnaan",,,,,,,,,,,manga
['OL13044325A'],['Designer Kim'],,,no_ebook,1,2021.0,False,,,/works/OL36238756W,['fre'],False,Mon Premier Manga 120 PAGES,,,,,,,,,,,manga
['OL9375792A'],['Japanese Stationery'],,,no_ebook,1,2018.0,False,,,/works/OL41839070W,['eng'],False,Kawaii Japanese Notes Notebook Japanese Stationery Gift Bunny Usagi Otaku Anime Manga,,,,,,,,,,,manga
['OL11178515A'],['medBooks Bande Dessinie Vide'],,,no_ebook,1,2020.0,False,,,/works/OL30548046W,['fre'],False,Cree Ton Manga : Bandes Dessinée Vierges,,,,,,,,,,,manga
['OL11205037A'],['Novella Bardelli'],,,no_ebook,1,2020.0,False,,,/works/OL30723534W,['eng'],False,Manual of Manga Techniques. Chapter 2,,,,,,,,,,,manga
['OL8408827A'],['Kimiro oida'],,,no_ebook,1,2020.0,False,,,/works/OL30576441W,['eng'],False,My Hero Academia Coloring Book,,,,,,,,,,,manga
,,,,no_ebook,1,,False,,,/works/OL31944734W,,False,Fugue of sorrow and love - Manga Marina locked-room murder <under>  ISBN,,,,,,,,,,,manga
['OL694798A'],['Steven Williams'],,,no_ebook,1,2022.0,False,,,/works/OL29203080W,['eng'],False,Coloring Book Adult Love Sex Book,,,,,,,,,,,manga
['OL10030463A'],['Cartoon DEJAVU'],,,no_ebook,1,2022.0,False,,,/works/OL34442455W,['spa'],False,Japonés Anime Libro de Colorear,,,,,,,,,,,manga
['OL12335374A'],['Kawaii 2 Kowai Art'],,,no_ebook,1,2022.0,False,,,/works/OL34088989W,['eng'],False,Manga Inspired Coloring Book - Kawaii and Creepy Fruits - Fruit Fighterz,,,,,,,,,,,manga
['OL2832509A'],['Sonia Leong'],,,no_ebook,1,2019.0,False,,,/works/OL21209784W,['eng'],False,Illustration Studio : Drawing Manga Heroines and Heroes,,,,,,,,,,,manga
['OL4392A'],['Muḥammad Zakariyyā'],,,no_ebook,1,1997.0,False,,,/works/OL18741667W,['phi'],False,Manga kalbihan o sambayang,,,,,,,,,,,manga
['OL8374428A'],['Arya Joy Comics'],,,no_ebook,1,2020.0,False,,,/works/OL21954667W,['eng'],False,Blank Comic Book Pro,,,,,,,,,,,manga
['OL552438A'],['Johann Arndt'],,,no_ebook,1,1900.0,False,,,/works/OL43755913W,['swe'],False,"Paradijs lustgård, med många christeliga dygder vpfyld ...",,,,,,,,,,,manga
['OL10688301A'],['Adele Preston'],,,no_ebook,1,2022.0,False,,,/works/OL34421030W,['eng'],False,S̫hounen M͚anga Coloring Book,,,,,,,,,,,manga
['OL10480397A'],['bl&#7841;cklovers publishiner'],,,no_ebook,3,2022.0,False,,,/works/OL28105820W,['eng'],False,Calendar 2022,,,,,,,,,,,manga
['OL3027335A'],['Joseph Wight'],OL9832875M,1723145.0,no_ebook,3,2002.0,False,,,/works/OL8837758W,['eng'],False,Twilight X,,,,,,,,,,,manga
['OL8365114A'],['Scott Swain'],,,no_ebook,3,2021.0,False,,,/works/OL26629581W,['eng'],False,Fairy Tail Coloring Book,,,,,,,,,,,manga
['OL9343236A'],['Japan Publishing'],,,no_ebook,3,2019.0,False,,,/works/OL30162348W,['ger'],False,Otaku,,,,,,,,,,,manga
['OL9791293A'],['Minta Minta Design'],,,no_ebook,3,2019.0,False,,,/works/OL25892819W,['eng'],False,Sketchbook,,,,,,,,,,,manga
['OL8372690A'],['Gallon Gallon Publishing'],,,no_ebook,3,2020.0,False,,,/works/OL26584958W,['eng'],False,Anime Sketchbook,,,,,,,,,,,manga
"['OL9388A', 'OL15161442A']","['William Shakespeare', '梁實秋']",OL35395327M,12237863.0,public,14,1939.0,True,,,/works/OL26237874W,"['cat', 'eng', 'tur', 'hau', 'chi']",True,On Ikinci Gece,,,,,,,,['22045'],,,manga
"['OL13813378A', 'OL1041042A', 'OL13813379A', 'OL13813380A']","['Tio Mio', 'Javier Alvarez', 'Georgi Manga', 'Alilis Lopez-Ortega']",,,no_ebook,3,2024.0,False,,,/works/OL41888759W,['eng'],False,"BATE, BATE CHOCOLATE, HUELE RICO CACAHUATE",,,,,,,,,,,manga
"['OL13813378A', 'OL1041042A', 'OL13813379A', 'OL13813380A']","['Tio Mio', 'Javier Alvarez', 'Georgi Manga', 'Alilis Lopez-Ortega']",,,no_ebook,3,2024.0,False,,,/works/OL38378551W,['eng'],False,Jaime Duele El doctor que puede,,,,,,,,,,,manga
['OL9090555A'],['Linda Skugge'],OL31889606M,10574622.0,borrowable,1,2008.0,True,['mammajagarhungri0000skug'],"['inlibrary', 'internetarchivebooks', 'printdisabled']",/works/OL24163338W,['swe'],False,"Mamma, jag är hungrig",OL31889606M,mammajagarhungri0000skug,,,,,,,,,manga
"['OL12398569A', 'OL12398570A']","['DDM', 'Anime by Anime by Takashi']",,,no_ebook,1,2022.0,False,,,/works/OL34246724W,['eng'],False,Anime Coloring Book for Girls,,,,,,,,,,,manga
['OL4065571A'],['Eva Mertens'],,,no_ebook,2,2012.0,False,,,/works/OL36059599W,['eng'],False,"Mehr Als 'Nur' Die Fans : Community, Conventions, Wettbewerbe und Internetplattformen + Mehr Als 'Nur' Manga und Anime",,,,,,,,,,,manga
['OL1398994A'],['CLAMP'],OL8857454M,865280.0,no_ebook,3,2003.0,False,,,/works/OL20024535W,['eng'],False,魔法騎士レイアース #4-6,,,,,,,,,,,manga
['OL9614542A'],['Honey Press'],,,no_ebook,9,2021.0,False,,,/works/OL25602859W,['eng'],False,Anime Girl Coloring Book,,,,,,,,,,,manga
['OL9614542A'],['Honey Press'],,,no_ebook,9,2021.0,False,,,/works/OL25592748W,['eng'],False,Anime Girl Coloring Book,,,,,,,,,,,manga
['OL3015738A'],['Rod Espinosa'],OL12332974M,3059312.0,no_ebook,1,2005.0,False,,,/works/OL8819751W,['eng'],False,"Chronicles Of The Universe Pocket Manga, Vol. 1 (Chronicles of the Universe)",,,,,,,,,,,manga
['OL3027335A'],['Joseph Wight'],OL9445894M,2125427.0,no_ebook,1,2004.0,False,,,/works/OL8837757W,['eng'],False,Twilight X: Storm Pocket Manga Volume 2 #1 (Twilight X: Storm),,,,,,,,,,,manga
"['OL8509097A', 'OL10466519A', 'OL10393153A']","['Yomu Mishima', 'Kai Nadashima', 'Nadare Takamine']",OL39761723M,14795060.0,no_ebook,1,2023.0,False,,,/works/OL28921279W,['eng'],False,I'm the Evil Lord of an Intergalactic Empire! (Manga) Vol. 2,,,,,,,,,,,manga
"['OL8085040A', 'OL5797160A']","['John Ingulsrud', 'Kate Allen']",,,no_ebook,1,2010.0,False,,,/works/OL29019414W,['eng'],False,Reading Japan Cool,,,,,,,,,,,manga
['OL9646769A'],['Emon Press'],,,no_ebook,1,2021.0,False,,,/works/OL26914515W,['eng'],False,Chibi Girls Coloring Book,,,,,,,,,,,manga
['OL10471890A'],['Floki Inu Squid'],,,no_ebook,1,2022.0,False,,,/works/OL28077966W,['eng'],False,Chrollo Lucilfer Nen Book,,,,,,,,,,,manga
['OL10471517A'],['Judson BROWN'],,,no_ebook,1,2022.0,False,,,/works/OL28146932W,['eng'],False,Room Design - I Dont Always Watch Anime Christmas Funny Otaku Manga Lover,,,,,,,,,,,manga
"['OL7543993A', 'OL10645595A', 'OL9617035A']","['Funa', 'Keisuke Motoe', 'Tozai']",OL39464437M,13302902.0,no_ebook,1,2023.0,False,,,/works/OL28754723W,['eng'],False,"Saving 80,000 Gold in Another World for My Retirement 1 (Manga)",,,,,,,,,,,manga
"['OL10083588A', 'OL10090646A', 'OL3542582A']","['Honobonoru500', 'Tou Fukino', 'Nama']",,,no_ebook,1,2023.0,False,,,/works/OL28856236W,['eng'],False,Weakest Tamer Began a Journey to Pick up Trash (Manga) Vol. 3,,,,,,,,,,,manga
['OL8374297A'],['Cartoch Arts'],,,no_ebook,1,2020.0,False,,,/works/OL30460728W,['eng'],False,Chrollo Lucilfer Nen Book,,,,,,,,,,,manga
"['OL9620147A', 'OL10393127A', 'OL9620149A']","['Aki Hagiu', 'Kuriyama Renji', 'Teddy']",,,no_ebook,1,2022.0,False,,,/works/OL27850829W,['eng'],False,CALL to ADVENTURE! Defeating Dungeons with a Skill Board (Manga) Vol. 5,,,,,,,,,,,manga
"['OL8183790A', 'OL10393158A']","['Ko Hiratori', 'Yamada J-ta']",,,no_ebook,1,2022.0,False,,,/works/OL27850892W,['eng'],False,JK Haru Is a Sex Worker in Another World (Manga) Vol. 4,,,,,,,,,,,manga
"['OL10083588A', 'OL10393159A', 'OL3542582A']","['Honobonoru500', 'Fukino Tou', 'Nama']",,,no_ebook,1,2022.0,False,,,/works/OL27850893W,['eng'],False,Weakest Tamer Began a Journey to Pick up Trash (Manga) Vol. 2,,,,,,,,,,,manga
"['OL7651968A', 'OL10394319A', 'OL9613600A']","['Hirukuma', 'Morita Kazuhiko', 'Namako']",,,no_ebook,1,2022.0,False,,,/works/OL27853453W,['eng'],False,NPCs in This Village Sim Game Must Be Real! (Manga) Vol. 4,,,,,,,,,,,manga
['OL10309679A'],['Otaku Otaku Books'],,,no_ebook,1,2020.0,False,,,/works/OL27579807W,['ger'],False,Notice Me Senpai,,,,,,,,,,,manga
['OL9834641A'],['Ngondi Raphaël'],,,no_ebook,1,2021.0,False,,,/works/OL30965190W,['eng'],False,Drawing My Fire Force Heroes,,,,,,,,,,,manga
['OL10106941A'],"['Oh, My! Book, My! Book']",,,no_ebook,1,2021.0,False,,,/works/OL30835848W,['eng'],False,Blank Anime Comic Templates,,,,,,,,,,,manga
['OL1432421A'],['Sherri Glass'],OL3416955M,1746816.0,borrowable,1,2006.0,True,['coolcareerswitho0000glas'],"['inlibrary', 'internetarchivebooks', 'printdisabled']",/works/OL5840583W,['eng'],False,"Cool careers without college for people who love Manga, comics, and cartoons",OL3416955M,coolcareerswitho0000glas,,,,,,,,,manga
['OL2813038A'],['VIZ Media'],OL32142697M,10807715.0,borrowable,1,2008.0,True,['sneakpeek2compil0000vizm'],"['inlibrary', 'internetarchivebooks', 'printdisabled']",/works/OL24299156W,['eng'],False,Sneak peek 2,OL32142697M,sneakpeek2compil0000vizm,,,,,,,,,manga
"['OL7476858A', 'OL3485849A']","['Kenji Saitou', 'Akinari Nao']",OL32937581M,11556720.0,no_ebook,1,2015.0,False,,,/works/OL24793982W,,False,"Trinity Seven, Vol. 2",,,,,,,,,,,manga
"['OL9620147A', 'OL9620148A', 'OL9620149A']","['Aki Hagiu', 'Renji Kuriyama', 'Teddy']",,,no_ebook,1,2021.0,False,,,/works/OL25459638W,['eng'],False,CALL to ADVENTURE! Defeating Dungeons with a Skill Board (Manga) Vol. 2,,,,,,,,,,,manga
"['OL9620147A', 'OL9620148A', 'OL9620149A']","['Aki Hagiu', 'Renji Kuriyama', 'Teddy']",OL34191647M,14707169.0,no_ebook,1,2021.0,False,,,/works/OL25490127W,['eng'],False,CALL to ADVENTURE! Defeating Dungeons with a Skill Board (Manga) Vol. 3,,,,,,,,,,,manga
"['OL8183790A', 'OL9617093A']","['Ko Hiratori', 'J-Ta Yamada']",OL34161392M,14767427.0,no_ebook,1,2021.0,False,,,/works/OL25472648W,['eng'],False,JK Haru Is a Sex Worker in Another World (Manga) Vol. 2,,,,,,,,,,,manga
"['OL8183790A', 'OL9617093A']","['Ko Hiratori', 'J-Ta Yamada']",OL34364736M,13585370.0,no_ebook,1,2022.0,False,,,/works/OL25611196W,['eng'],False,JK Haru Is a Sex Worker in Another World (Manga) Vol. 3,,,,,,,,,,,manga
"['OL9620147A', 'OL9620148A', 'OL9620149A']","['Aki Hagiu', 'Renji Kuriyama', 'Teddy']",OL34364762M,13797715.0,no_ebook,1,2022.0,False,,,/works/OL25611220W,['eng'],False,CALL to ADVENTURE! Defeating Dungeons with a Skill Board (Manga) Vol. 4,,,,,,,,,,,manga
"['OL7651968A', 'OL9613599A', 'OL9613600A']","['Hirukuma', 'Kazuhiko Morita', 'Namako']",OL34120564M,12412393.0,no_ebook,1,2021.0,False,,,/works/OL25445737W,['eng'],False,NPCs in This Village Sim Game Must Be Real! (Manga) Vol. 1,,,,,,,,,,,manga
"['OL9620147A', 'OL9620148A', 'OL9620149A']","['Aki Hagiu', 'Renji Kuriyama', 'Teddy']",OL34190164M,14702913.0,no_ebook,1,2021.0,False,,,/works/OL25489677W,['eng'],False,CALL to ADVENTURE! Defeating Dungeons with a Skill Board (Manga) Vol. 1,,,,,,,,,,,manga
"['OL7651968A', 'OL9613599A', 'OL9613600A']","['Hirukuma', 'Kazuhiko Morita', 'Namako']",,,no_ebook,1,2022.0,False,,,/works/OL25484730W,['eng'],False,NPCs in This Village Sim Game Must Be Real! (Manga) Vol. 2,,,,,,,,,,,manga
"['OL7651968A', 'OL9613599A', 'OL9613600A']","['Hirukuma', 'Kazuhiko Morita', 'Namako']",,,no_ebook,1,2022.0,False,,,/works/OL26084125W,['eng'],False,NPCs in This Village Sim Game Must Be Real! (Manga) Vol. 3,,,,,,,,,,,manga
['OL9807191A'],['Ediotion Coloriage naruto'],,,no_ebook,1,2020.0,False,,,/works/OL25939486W,['fre'],False,Livre de Coloriage Naruto,,,,,,,,,,,manga
['OL9658500A'],['édition édition'],,,no_ebook,1,2021.0,False,,,/works/OL26065429W,['fre'],False,Bloc Note/journal/cahier de Note Manga/journal Intime-6x9,,,,,,,,,,,manga
"['OL4279268A', 'OL7584198A']","['Kazuo Kasahara', 'Takeshi Koshiro']",,,no_ebook,1,1990.0,False,,,/works/OL23295826W,['jpn'],False,Dōran Harajō shi,,,,,,,,,,,manga
"['OL5981677A', 'OL7003599A', 'OL8854851A']","['Julio Mangas Manjarrés', 'Rosa María Cid López', 'Estela García Fernández']",,,no_ebook,1,2013.0,False,,,/works/OL23343443W,['spa'],False,Debita verba,,,,,,,,,,,manga
['OL8591986A'],['Osp Editions'],OL30521397M,10459013.0,no_ebook,1,2013.0,False,,,/works/OL22430748W,,False,Collection Yaoi Pack N° 9,,,,,,,,,,,manga
"['OL10083588A', 'OL10090646A', 'OL3542582A']","['Honobonoru500', 'Tou Fukino', 'Nama']",OL36401274M,14710307.0,no_ebook,1,2022.0,False,,,/works/OL26846856W,['eng'],False,Weakest Tamer Began a Journey to Pick up Trash (Manga) Vol. 1,,,,,,,,,,,manga
['OL4973691A'],['Bogoda Premaratne'],,,no_ebook,1,2003.0,False,,,/works/OL11720603W,['sin'],False,"Budun dăka nivan dakina ""daham ăsa""",,,,,,,,,,,manga
"['OL9620147A', 'OL10393127A', 'OL9620149A']","['Aki Hagiu', 'Kuriyama Renji', 'Teddy']",,,no_ebook,1,2023.0,False,,,/works/OL35761220W,['eng'],False,CALL to ADVENTURE! Defeating Dungeons with a Skill Board (Manga) Vol. 6,,,,,,,,,,,manga
['OL9621719A'],['Herrmann Libros de Watzlawek'],,,no_ebook,1,2020.0,False,,,/works/OL35763507W,['spa'],False,Kawaii,,,,,,,,,,,manga
"['OL9613180A', 'OL9613181A', 'OL9613182A', 'OL9620058A', 'OL12648590A']","['Hitsujirobo', 'Madakan', 'Muraki', 'Yagiyama', 'Yow']",OL47362099M,13955002.0,no_ebook,1,2023.0,False,,,/works/OL34997729W,,False,Cómo dibujar manga furries. La guía para crear personajes antropomórficos de fantasía,,,,,,,,,,,manga
"['OL9613180A', 'OL9613181A', 'OL9613182A', 'OL9620058A', 'OL12648591A']","['Hitsujirobo', 'Madakan', 'Muraki', 'Yagiyama', 'Yow']",OL47362100M,13955001.0,no_ebook,1,2023.0,False,,,/works/OL34997730W,,False,Cómo dibujar manga furries. La guía para crear personajes antropomórficos de fantasía,,,,,,,,,,,manga
['OL12346518A'],['ortiz miguel'],,,no_ebook,1,2022.0,False,,,/works/OL34172704W,['eng'],False,Anime Girls Coloring Book,,,,,,,,,,,manga
['OL9097642A'],['Yusuke Osawa'],OL48177777M,14573142.0,no_ebook,1,2023.0,False,,,/works/OL35713548W,['eng'],False,Star Wars : the Mandalorian,,,,,,,,,,,manga
"['OL8183790A', 'OL9617093A']","['Ko Hiratori', 'J-Ta Yamada']",,,no_ebook,1,2023.0,False,,,/works/OL35766223W,['eng'],False,JK Haru Is a Sex Worker in Another World (Manga) Vol. 6,,,,,,,,,,,manga
['OL9830150A'],['Vicki DIMON'],,,no_ebook,1,2021.0,False,,,/works/OL36208222W,['eng'],False,Final Planning Book - Love Guts Japanese Action Manga Berserks Character Apparel. pdf,,,,,,,,,,,manga
['OL9830150A'],['Vicki DIMON'],,,no_ebook,1,2021.0,False,,,/works/OL36208388W,['eng'],False,Personal Expense Tracker - Love Guts Japanese Action Manga Berserks Character Apparel. pdf,,,,,,,,,,,manga
"['OL10083588A', 'OL10090646A', 'OL3542582A']","['Honobonoru500', 'Tou Fukino', 'Nama']",,,no_ebook,1,2023.0,False,,,/works/OL36092127W,['eng'],False,Weakest Tamer Began a Journey to Pick up Trash (Manga) Vol. 4,,,,,,,,,,,manga
['OL13022075A'],['Edition coloriage Naruto'],,,no_ebook,1,2020.0,False,,,/works/OL36129639W,['fre'],False,Livre de Coloriage Naruto,,,,,,,,,,,manga
"['OL9620147A', 'OL9620148A', 'OL9620149A']","['Aki Hagiu', 'Renji Kuriyama', 'Teddy']",,,no_ebook,1,2024.0,False,,,/works/OL37937915W,['eng'],False,CALL to ADVENTURE! Defeating Dungeons with a Skill Board (Manga) Vol. 7,,,,,,,,,,,manga
"['OL7543993A', 'OL10645595A', 'OL8354497A']","['Funa', 'Keisuke Motoe', '東西']",,,no_ebook,1,2024.0,False,,,/works/OL38039186W,['eng'],False,"Saving 80,000 Gold in Another World for My Retirement 8 (Manga)",,,,,,,,,,,manga
"['OL10083588A', 'OL10090646A', 'OL3542582A']","['Honobonoru500', 'Tou Fukino', 'Nama']",,,no_ebook,1,2024.0,False,,,/works/OL38032956W,['eng'],False,Weakest Tamer Began a Journey to Pick up Trash (Manga) Vol. 6,,,,,,,,,,,manga
"['OL9620147A', 'OL9620148A', 'OL9620149A']","['Aki Hagiu', 'Renji Kuriyama', 'Teddy']",,,no_ebook,1,2024.0,False,,,/works/OL38039603W,['eng'],False,CALL to ADVENTURE! Defeating Dungeons with a Skill Board (Manga) Vol. 8,,,,,,,,,,,manga
"['OL7543993A', 'OL10645595A', 'OL8354497A']","['Funa', 'Keisuke Motoe', '東西']",,,no_ebook,1,2024.0,False,,,/works/OL37858892W,['eng'],False,"Saving 80,000 Gold in Another World for My Retirement 7 (Manga)",,,,,,,,,,,manga
"['OL8509097A', 'OL10466519A', 'OL10393153A']","['Yomu Mishima', 'Kai Nadashima', 'Nadare Takamine']",,,no_ebook,1,2024.0,False,,,/works/OL38037593W,['eng'],False,I'm the Evil Lord of an Intergalactic Empire! (Manga) Vol. 5,,,,,,,,,,,manga
"['OL7468627A', 'OL13521124A', 'OL8180518A', 'OL3701025A']","['Reki Kawahara', 'Mugetsu', 'abec', 'Stephen Paul']",,,no_ebook,1,2024.0,False,,,/works/OL37879543W,['eng'],False,"Sword Art Online Progressive Canon of the Golden Rule, Vol. 2 (manga)",,,,,,,,,,,manga
"['OL7468627A', 'OL13521124A', 'OL8180518A', 'OL3701025A', 'OL12930925A']","['Reki Kawahara', 'Mugetsu', 'abec', 'Stephen Paul', 'Viet Phuong Vu']",,,no_ebook,1,2024.0,False,,,/works/OL37586203W,['eng'],False,"Sword Art Online Progressive Canon of the Golden Rule, Vol. 1 (manga)",,,,,,,,,,,manga
['OL12946502A'],['Akame Ova'],,,no_ebook,1,2021.0,False,,,/works/OL35830791W,['eng'],False,Anime Milf,,,,,,,,,,,manga
['OL11274268A'],['Emilio Cedeño'],,,no_ebook,1,2021.0,False,,,/works/OL35928770W,['spa'],False,¡OH-SÍ! Mi Propio Manga (Cuaderno de Hojas en Blanco para Dibujar),,,,,,,,,,,manga
['OL9615397A'],['Sakila Press'],,,no_ebook,1,2021.0,False,,,/works/OL35960836W,['eng'],False,Chibi Girls Coloring Book,,,,,,,,,,,manga
"['OL8509097A', 'OL10466519A', 'OL10393153A']","['Yomu Mishima', 'Kai Nadashima', 'Nadare Takamine']",,,no_ebook,1,2023.0,False,,,/works/OL36106695W,['eng'],False,I'm the Evil Lord of an Intergalactic Empire! (Manga) Vol. 3,,,,,,,,,,,manga
['OL9851774A'],['Robert BUNTING'],,,no_ebook,1,2021.0,False,,,/works/OL36181471W,['eng'],False,Family Refrigerator Inventory List - Gutss Berserkers Action Anime Manga Vaporwave Funny Design,,,,,,,,,,,manga
['OL9830150A'],['Vicki DIMON'],,,no_ebook,1,2021.0,False,,,/works/OL36181658W,['eng'],False,Reading List Book - Love Guts Japanese Action Manga Berserks Character Apparel. pdf,,,,,,,,,,,manga
['OL9851774A'],['Robert BUNTING'],,,no_ebook,1,2021.0,False,,,/works/OL36189939W,['eng'],False,Monthly to Do List - Gutss Berserkers Action Anime Manga Vaporwave Funny Design,,,,,,,,,,,manga
['OL9851774A'],['Robert BUNTING'],,,no_ebook,1,2021.0,False,,,/works/OL36208998W,['eng'],False,Music Sheet - Graphic Academia My Hero Anime Retro Heroes Art Manga Series,,,,,,,,,,,manga
['OL9834641A'],['Ngondi Raphaël'],,,no_ebook,1,2021.0,False,,,/works/OL35950230W,['eng'],False,Drawing My Hero Academia Heroes,,,,,,,,,,,manga
['OL9648031A'],['Joseph Roppolo'],,,no_ebook,1,2021.0,False,,,/works/OL36104979W,['eng'],False,Fairy Tail Coloring Book,,,,,,,,,,,manga
